prod_id,title,main_cat,sub_cat,category_id,desc,is_active,artist_name,year_taken,format_id,show_bw_conversion,rotating_keyword
a11,Vintage Chicago Stadium Print - Historical Blackhawks Black & White,Chicago Blackhawks,Old Chicago Stadium,45,"This Old Chicago Stadium photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The historical Chicago Stadium was an indoor sports arena and a theater in Chicago, Illinois. The Stadium hosted the Chicago Blackhawks of the NHL from 1929-1994 and the Chicago Bulls of the NBA from 1967-1994.  ***Note:  This historic Chicago Blackhawks photograph is not an original photograph taken by Bob Horsch",TRUE,unknown photographer,2004,1,FALSE,picture
a12,Bricklayers at Wrigley Field Outfield Wall,Chicago Vintage,Vintage Chicago Sports,61,This Vintage Chicago Sports photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  A truly classic image of how Wrigley Field was built one brick at a time.  The picture speaks for itself.,TRUE,unknown photographer,2004,1,FALSE,photograph
a13,Streets Cars Lined Up At Wrigley Field Ballpark,Chicago Vintage,Vintage Chicago Sports,61,"This Vintage Chicago Sports photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Historical Comiskey Park was the ballpark in which the Chicago White Sox played from 1910 to 1990. It was built by Charles Comiskey and was the site of four World Series (one of which was played by the Chicago Cubs due to lack of seating at Wrigley Field) and more than 6,000 major league games.  ***Note:  This historic Chicago White Sox photograph is not an original photograph taken by Bob Horsch",TRUE,unknown photographer,2004,1,FALSE,photo
a14,1935 World Series - Vintage Wrigley Field Marquee,Chicago Vintage,Vintage Chicago Sports,61,"This Vintage Chicago Sports photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Historical Comiskey Park was the ballpark in which the Chicago White Sox played from 1910 to 1990. It was built by Charles Comiskey and was the site of four World Series (one of which was played by the Chicago Cubs due to lack of seating at Wrigley Field) and more than 6,000 major league games.  ***Note:  This historic Chicago White Sox photograph is not an original photograph taken by Bob Horsch",TRUE,unknown photographer,2004,1,FALSE,print
a15,Old Historic Comiskey Park - Chicago White Sox,Chicago Vintage,Vintage Chicago Sports,61,"This Vintage Chicago Sports photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Historical Comiskey Park was the ballpark in which the Chicago White Sox played from 1910 to 1990. It was built by Charles Comiskey and was the site of four World Series (one of which was played by the Chicago Cubs due to lack of seating at Wrigley Field) and more than 6,000 major league games.  ***Note:  This historic Chicago White Sox photograph is not an original photograph taken by Bob Horsch",TRUE,unknown photographer,2004,1,FALSE,picture
a2,Bobby Hull Bloody Face - Vintage Chicago Blackhwaks,Chicago Vintage,Vintage Chicago Sports,61,"This Vintage Chicago Sports photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Hull originally wore numbers 16 and 7 as a Blackhawk but would later switch to his famous number 9, a tribute to his childhood idol Gordie Howe. By his third season, he led the league in goal- and point-scoring.   He went on to lead the Chicago Black Hawks to the Stanley Cup in 1961  ***Note:  This photograph is not an original photograph taken by Bob Horsch",TRUE,unknown photographer,2004,1,FALSE,photograph
a3,Bobby Hull  - Vintage Chicago Blackhwaks,Chicago Vintage,Vintage Chicago Sports,61,"This Vintage Chicago Sports print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Hull originally wore numbers 16 and 7 as a Blackhawk but would later switch to his famous number 9, a tribute to his childhood idol Gordie Howe. By his third season, he led the league in goal- and point-scoring.   He went on to lead the Chicago Black Hawks to the Stanley Cup in 1961  ***Note:  This photograph is not an original photograph taken by Bob Horsch",TRUE,unknown photographer,2004,1,FALSE,photo
a4,Willie Mays & Ernie Banks - Vintage Wrigley Field,Chicago Vintage,Vintage Chicago Sports,61,"This Vintage Chicago Sports print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a classic shot of two great baseball Hall of Famers, Ernie Banks and WIllie Mays.  ***Note:  This photograph is not an original photograph taken by Bob Horsch",TRUE,unknown photographer,2004,1,FALSE,print
a5,Vintage Wrigley Field '35 World Series - Historical Chicago Cubs Photo,Chicago Vintage,Vintage Chicago Sports,61,"This Vintage Chicago Sports photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The historic Wrigley Field photograph features the 1935 World Series between the Detroit Tigers and the Chicago Cubs.  The Tigers ended up winning in six games for their first championship in five Series appearances.  It is fascinating to see the traffic jam of street cars, model T cars, and Cubs fans.  What happened to the days when patrons dressed in suits and top hats while women were in dresses?  As Bob Dylan once sang, 'The times they are a-changin''.  Also check out a fun before & after picture of Wrigley Field.  ***Note: This is not an original photograph taken by Bob Horsch.",TRUE,unknown photographer,2004,1,FALSE,picture
a6,Vintage Chicago Bears Black & White - Dick Butkus Defense,Chicago Vintage,Vintage Chicago Sports,61,"This Vintage Chicago Sports photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This vintage Chicago Bears photo features Dick Butkus.  He is a former American football player, widely regarded as the greatest linebacker of his generation and one of the best football players of all time. Butkus starred as a football player for the University of Illinois and the Chicago Bears. He became a member of the Pro Football Hall of Fame in 1979.  ***Note:  This photograph is not an original photograph taken by Bob Horsch",TRUE,unknown photographer,2004,1,FALSE,photograph
a7,Vintage Chicago Bears - George Halas & Vince Lombardi,Chicago Vintage,Vintage Chicago Sports,61,This Vintage Chicago Sports photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a rare vintage Chicago Bears photo taken of George Halas and Vince Lombardi standing on the side lines together.  Both were two of the most influential coaches in the game of football.  ***Note:  This photograph is not an original photograph taken by Bob Horsch,TRUE,unknown photographer,2004,1,FALSE,photo
a8,Vintage Soldier Field - Black & White Historical Chicago Bears,Chicago Vintage,Vintage Chicago Sports,61,"This Vintage Chicago Sports photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This vintage photograph captures an amazing view of Soldier Field and the old city skyline a few weeks after construction was complete.  In its earliest configuration Soldier Field was capable of seating nearly 74,000 spectators, and was in the shape of a U.  Additional seating could be added along the interior field, upper promenades and on the large, open field and terrace beyond the north endzone, bringing the seating capacity to over 100,000.  ***Note:  This historical Soldier Field photograph is not an original photograph taken by Bob Horsch",TRUE,unknown photographer,2004,1,FALSE,print
a9,Vintage Chicago Blackhawks - Historic Chicago Stadium,Chicago Vintage,Vintage Chicago Sports,61,"This Vintage Chicago Sports photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This vintage Chicago Blackhawks photograph features the Chicago Stadium.  It was an indoor sports arena and a theater in Chicago, Illinois. The Stadium hosted the Chicago Blackhawks of the NHL from 1929-1994 and the Chicago Bulls of the NBA from 1967-1994.  ***Note:  This photograph is not an original photograph taken by Bob Horsch",TRUE,unknown photographer,2004,1,FALSE,picture
bw06,Black and White Wrigley Field -  Inside View of Ballpark,Chicago Cubs,Black & White Wrigley Field,13,"This Black & White Wrigley Field photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a great black and white photograph of Wrigley Field taken from inside the ballpark in the upper decks.  The photo really gives the stadium a vintage, classic look.  Opened in 1914, Wrigley Field is the second oldest baseball stadium behind Fenway Park.   This photo would make a great collector's piece for any die hard Cubs fan.",TRUE,bob horsch,2004,1,FALSE,photograph
bw100,Black & White Navy Pier & Cruise Ships,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a nice black & white view of Navy Pier that captures the popular attraction from a nice angle including all the cruise ships line up for departure onto Lake Michigan.,TRUE,bob horsch,2004,1,FALSE,photo
bw101,Chicago Art - Black and White Skyline,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,print
bw102,Chicago Aerial of Skyline - Black and White,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,picture
bw103,Trump Tower Chicago - Black & White,Chicago Black & White,Black & White Chicago - Vertical,10,This Black & White Chicago - Vertical print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,photograph
bw103wf,Trump Tower,Chicago Black & White,Modern Day Chicago - Thick Black Frame,42,This Modern Day Chicago- Thick Black Frame picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,photo
bw104,Shedd Aquarium,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,print
bw105,Comiskey Park Black & White,Chicago White Sox,Comiskey Park,34,This Comiskey Park photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,picture
bw106,Water Tower with Horse & Carriage,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,photograph
bw107,Tiffany Dome - Chicago Cultural Center,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  View this framed photo in a bedroom This stunning photograph captures the elegance of the Tiffany Dome which was built in 1907. It is both the first dome to be built in favrile iridescent glass and is the largest glass mosaic of it's kind containing over 1.6 million pieces!,TRUE,bob horsch,2004,1,FALSE,photo
bw108,Statues At the Museum of Science and Industry,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,print
bw109,Chicago Theatre - Bob Dylan,Chicago Black & White,Black & White Chicago - Vertical,10,This Black & White Chicago - Vertical picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Bob Dylan performing at the famous Chicago Theatre in October of 2007.,TRUE,bob horsch,2004,1,FALSE,picture
bw11,The El Train - CTA Brown Line,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This black and white photo of the features the CTA Orange line returning from Midway Airport. The train is headed north approaching 'The Loop' conjunction before it heads west to the Library/State stop.,TRUE,bob horsch,2004,1,FALSE,photograph
bw110,Buckingham Fountain Night View,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,photo
bw110wf,Buckingham At  Night,Chicago Black & White,Modern Day Chicago - Thick Black Frame,42,This Modern Day Chicago- Thick Black Frame print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,print
bw111,Chicago Lakefront & Skyline - Black and White,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,picture
bw112,The Bean – Millennium Park,Chicago Black & White,Black & White Chicago - Vertical,10,This Black & White Chicago - Vertical photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,photograph
bw112wf,The Bean,Chicago Black & White,Modern Day Chicago - Thick Black Frame,42,This Modern Day Chicago- Thick Black Frame photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,photo
bw113,Navy Pier Ferris Wheel - Black and White,Chicago Black & White,Black & White Chicago - Vertical,10,This Black & White Chicago - Vertical picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,print
bw114,Wide Angle of LaSalle Street and CBOT,Chicago Landmarks,Chicago Board Of Trade,25,This Chicago Board Of Trade photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,picture
bw115,Chicago Federal Reserve Building,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,photograph
bw116,Continental Bank,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,photo
bw117,Yankees Hall of Fame Banners,MLB Baseball,Yankee Stadium,66,This Yankee Stadium picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,print
bw118,New Yankee Stadium - Black & White,MLB Baseball,Yankee Stadium,66,This Yankee Stadium print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is the new yankee stadium,TRUE,bob horsch,2004,1,FALSE,picture
bw119,Black & White of Yankee Stadium,MLB Baseball,Yankee Stadium,66,This Yankee Stadium photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,photograph
bw12,CTA Train -  The L Train Chicago,Chicago Black & White,Black & White Chicago - Horizontal,9,"This Black & White Chicago - Horizontal photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This black and white photograph features the CTA brown line headed north to the Adams/Wabash stop.    Although the photo may appear vintage, it was actually taken only about 2 years ago.",TRUE,bob horsch,2004,1,FALSE,photo
bw120,North Avenue Pier Fall Day,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,print
bw120wf,Rough Waters,Chicago Black & White,Modern Day Chicago - Thick Black Frame,42,"This Modern Day Chicago- Thick Black Frame photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This black and white picture of Chicago is framed in a wide black metal  frame  with a single white matte.  The contemporary style is perfect for   someone looking to compliment their modern day home, office or   apartment.",TRUE,bob horsch,2004,1,FALSE,picture
bw121,Black & White Buckingham Fountain - Daytime,Chicago Landmarks,Buckingham Fountain,18,This Buckingham Fountain picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,photograph
bw121wf,Daytime,Chicago Black & White,Modern Day Chicago - Thick Black Frame,42,This Modern Day Chicago- Thick Black Frame picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,photo
bw122,Rough Waters on the Pier,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,print
bw123,Waves Crashing,Chicago Black & White,Black & White Chicago - Vertical,10,This Black & White Chicago - Vertical photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,picture
bw124,Chicago Lakefront Bike Path on Lake Shore Drive - Chicago Cycling,Chicago Black & White,Black & White Chicago - Horizontal,9,"This Black & White Chicago - Horizontal print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This Chicago black and white photograph captures part of the xx mile long lakefront bike path adjacent to Lake Shore Drive.  Cyclists, runners, walkers, roller blades and many more are found on the path during all seasons.",TRUE,bob horsch,2004,1,FALSE,photograph
bw125,The Bean Light Show - Black & White,Chicago Landmarks,Millennium Park,41,"This Millennium Park photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Using Anish Kapoor's cityscape-reflecting,  110-ton Cloud Gate sculpture 'The Bean' as a centerpiece, the  married couple has devised a high-tech light show - dubbed 'Luminous Field'  - on the surrounding plaza.  This photograph was taken in black and white to give it a timeless feel.",TRUE,bob horsch,2004,1,FALSE,photo
bw126,Chicago Fall Season - Leafless Trees,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,FALSE,print
bw127,Beach Boys at Chicago Theatre - 50th Anniversary Tour,Chicago Landmarks,Chicago Theatre,32,This Chicago Theatre photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The Beach Boys played at the Chicago Theatre on May 21st of 2012 during their 50th Anniversary Tour.,TRUE,bob horsch,2004,1,FALSE,picture
bw128,Buckingham Fountain 2012,Chicago Landmarks,Buckingham Fountain,18,This Buckingham Fountain print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a black and white photograph of the Buckingham fountain water display during the summer of 2012.,TRUE,bob horsch,2004,1,FALSE,photograph
bw129,Wrigley Field Ballpark - Black & White ,Chicago Cubs,Black & White Wrigley Field,13,"This Black & White Wrigley Field photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a great 2012 black and white photograph of Wrigley Field which gives the stadium a vintage, classic look.  This photo would make a great collector's piece for any die hard Cubs fan.  Opened in 1914, Wrigley Field is the second oldest baseball stadium behind Fenway Park.",TRUE,bob horsch,2004,1,FALSE,photo
bw12wf,The El,Chicago Black & White,Modern Day Chicago - Thick Black Frame,42,"This Modern Day Chicago- Thick Black Frame print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This black and white picture of Chicago is framed in a wide black metal  frame  with a single white matte.  The contemporary style is perfect for   someone looking to compliment their modern day home, office or   apartment.",TRUE,bob horsch,2004,1,FALSE,print
bw130,Hurricane Sandy Effect - Chicago Lakefront High Waves,Chicago Black & White,Black & White Chicago - Horizontal,9,"This Black & White Chicago - Horizontal picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  During the week of Hurricane Sandy which affected the East Coast, we still felt the weather changes here in Chicago as well.  The waves were coming in high this day and I was able to capture this image of the waves crashing upwards of 20 feet!",TRUE,bob horsch,2004,1,FALSE,picture
bw131,Chicago Weather Effects of Hurricane Sandy,Chicago Black & White,Black & White Chicago - Vertical,10,"This Black & White Chicago - Vertical photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  During the week of Hurricane Sandy which affected the East Coast, we  still felt the weather changes here in Chicago as well.  The waves were  coming in high this day and I was able to capture this image of the  waves crashing upwards of 20 feet!",TRUE,bob horsch,2004,1,FALSE,photograph
bw132,Adventurous Skier On The Chicago Lakefront,Chicago Black & White,Black & White Chicago - Horizontal,9,This Black & White Chicago - Horizontal print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is something you rarely see.  One adventurous skier took to the slopes this one afternoon on the Chicago lakefront!,TRUE,bob horsch,2004,1,FALSE,photo
